Fernando Manuel Monteiro Martins,Banco de Portugal,Unidade de Estudos sobre Complexidade e Economia (UECE)Research in Economics and Mathematics (REM)Instituto Superior de Economia e Gestão (ISEG)Universidade de Lisboa,"Non-base wage components as a source of wage adaptability to shocks: evidence from European firms, 2010–2013",Wage rigidity and employment adjustment at the firm level: Evidence from survey data,Choosing between Time and State Dependence: Micro Evidence on Firms' Price-Reviewing Strategies,What Firms' Surveys Tell Us about Price-Setting Behavior in the Euro Area,Sticky Prices in the Euro Area: A Summary of New Micro-Evidence,,,,,
Alan Mathios,Department of Policy Analysis and ManagementCollege of Human EcologyCornell University,,"Cigarette taxes and the transition from youth to adult smoking: Smoking initiation, cessation, and participation",Private Profits and Public Health: Does Advertising of Smoking Cessation Products Encourage Smokers to Quit?,"Youth smoking, cigarette prices, and anti-smoking sentiment",Regulating advertisements: the case of smoking cessation products,The Roles of High School Completion and GED Receipt in Smoking and Obesity,,,,,
Joram Mayshar,Department of EconomicsHebrew University of Jerusalem,,"Geography, Transparency, and Institutions",The optimal two-bracket linear income tax,,,,,,,,
David McAdams,Sloan School of ManagementMassachusetts Institute of Technology (MIT),,Performance and Turnover in a Stochastic Partnership,Monotone Equilibrium in Multi-Unit Auctions,,,,,,,,
Mark McGillivray,Department of EconomicsBusiness SchoolDeakin University,,"Composite Indices: Rank Robustness, Statistical Association, and Redundancy",Aid and public sector fiscal behaviour in failing states,Development assistance and development finance: evidence and global policy agendas,Donor Funding of Multilateral Aid Agencies: Determining Factors and Revealed Burden Sharing,"Modelling Aid Allocation: Issues, Approaches And Results","Descriptive and prescriptive analyses of aid allocation: Approaches, issues, and consequences",Aid and the Public Sector in Pakistan: Evidence with Endogenous Aid,"Aid and government: A dynamic model of aid, income and fiscal behaviour",,
Michael Francis McMahon,Department of EconomicsOxford University,Centre for Macroeconomics (CFM),Shocking language: Understanding the macroeconomic effects of central bank communication,Transparency and Deliberation Within the FOMC: A Computational Linguistics Approach,The Household Effects of Government Spending,First Impressions Matter: Signalling as a Source of Policy Dynamics,,,,,,
Kieran McQuinn,Economic and Social Research Institute (ESRI),Centre for Policy StudiesBusiness SchoolNational University of Ireland,Identifying Rent Pressures in Your Neighbourhood: A New Model of Irish Regional Rent Indicators,The Cyclicality of Irish Fiscal Policy Ex-Ante and Ex-Post,How Sensitive is Irish Income Tax Revenue to Underlying Economic Activity?,Macroprudential policy in a recovering property market: too much too soon?,"Attenuation Bias, Recall Error and the Housing Wealth Effect",Deleveraging in a Highly Indebted Property Market: Who does it and are there Implications for Household Consumption?,"Price Expectations, Distressed Mortgage Markets and the Housing Wealth Effect",Exploring the Steady-State Relationship Between Credit and GDP for a Small Open Economy–The Case Of Ireland,Impairment and negative equity in the Irish mortgage market,Are Some Forecasters Really Better Than Others?
James E. Meade,,,The Phillips curve and US monetary policy: what the FOMC transcripts tell us,"The Meaning of ""Internal Balance""",,,,,,,,
Bertrand Melenberg,CentER for Economic ResearchSchool of Economics and ManagementUniversiteit van Tilburg,,Robust Solutions of Optimization Problems Affected by Uncertain Probabilities,Global Warming and Local Dimming: The Statistical Evidence,Econometric analysis of microscopic simulation models,Backtesting for risk-based regulatory capital,Common factors in international bond returns,The Performance of Multi-Factor Term Structure Models for Pricing and Hedging Caps and Swaptions,Testing affine term structure models in case of transaction costs,Estimating Risk Attitudes Using Lotteries: A Large Sample Approach,An analysis of housing expenditure using semiparametric models and panel data,Testing the predictive value of subjective labour supply data
Jennifer M. Mellor,Department of EconomicsCollege of William &amp; Mary,,Religious participation and risky health behaviors among adolescents,Are risk preferences stable? Comparing an experimental measure with a validated survey-based measure,Predicting health behaviors with an experimental measure of risk preference,Did the Devil Make Them Do It? The Effects of Religion in Public Goods and Trust Games,Inequality and public good provision: An experimental analysis,Social Capital and Contributions in a Public-Goods Experiment,Illustrating Adverse Selection in Health Insurance Markets with a Classroom Game,Income Inequality and Health Status in the United States: Evidence from the Current Population Survey,The Effect of Family Planning Programs on the Fertility of Welfare Recipients: Evidence from Medicaid Claims,
Jayant Menon,"Asian Development Bank Institute
Asian Development Bank","Office of Regional Economic Integration
Asian Development Bank","Cambodia: Rapid Growth in an Open, Post-conflict Economy",Public Services and the Poor in Laos,Lao Economy: Capitalizing on Natural Resource Exports,"Financial safety nets in Asia: genesis, evolution, adequacy and way forward",Narrowing the development divide in ASEAN: the role of policy,"Export-led Industrialisation, Employment and Equity: The Malaysian Case",Modeling manufactured imports: Methodological issues with evidence from Australia,Pricing to Market Behaviour and Exchange Rate Pass-Through in Japanese Exports,Measures of Intra-industry Trade as Indicators of Factor Market Disruption,
Alistair Milne,School of Business and EconomicsLoughborough University,,Leverage Constraints and Real Interest Rates,Distance to default and the financial crisis,Bank capital buffer and risk adjustment decisions,The cyclical behaviour of European bank capital buffers,What is in it for us? Network effects and bank payment innovation,,,,,
Kazuo Mino,Department of EconomicsDoshisha University,Institute of Economic ResearchKyoto University,On the nonlinear relationship between inflation and growth: A theoretical exposition,Fiscal Policy in a Growing Economy with Financial Frictions and Firm Heterogeneity,Heterogeneous conformism and wealth distribution in a neoclassical growth model,Capital Accumulation and Structural Change in a Small Open Economy,A simple model of endogenous growth with financial frictions and firm heterogeneity,Time Preference and Income Convergence in a Dynamic Heckscher–Ohlin Model,Trade structure and belief-driven fluctuations in a global economy,Welfare Implications And Equilibrium Indeterminacy In A Two-Sector Growth Model With Consumption Externalities,Conformism And Structural Change,Growth and Distributional Effects of Inflation with Progressive Taxation
Camelia Minoiu,Federal Reserve Board (Board of Governors of the Federal Reserve System),,Financial crises and the composition of cross-border lending,Does financial connectedness predict crises?,"Armed conflict, household victimization, and child health in Côte d'Ivoire",Global Poverty Estimates: A Sensitivity Analysis,Development aid and economic growth: A positive long-run relation,Chinese Poverty: Assessing The Impact Of Alternative Assumptions,Real Income Stagnation of Countries 1960-2001,,,
Alessandro Missale,"Dipartimento di Economia, Management e Metodi Quantitativi (DEMM)Università degli Studi di Milano",,Multilateral indexed loans and debt sustainability,Did High Debts Distort Loan and Grant Allocation to IDA Countries?,Public Investment under Fiscal Constraints,High public debt in currency crises: fundamentals versus signaling effects,The Debt Burden and Debt Maturity,How is the Debt Managed? Learning from Fiscal Stabilizations,Public debt indexation and denomination with an independent central bank,,,
Kamiar Mohaddes,Judge Business SchoolUniversity of Cambridge,Energy Policy Research GroupJudge Business SchoolUniversity of Cambridge,"Oil price volatility, financial institutions and economic growth",Do sovereign wealth funds dampen the negative effects of commodity price volatility?,Can Italy grow out of its NPL overhang? A panel threshold analysis,Oil prices and the global economy: Is it different this time around?,China's slowdown and global financial market volatility: Is world growth losing out?,The US oil supply revolution and the global economy,Is There a Debt-Threshold Effect on Output Growth?,Long-Run Effects in Large Heterogeneous Panel Data Models with Cross-Sectionally Correlated Errors,Country-specific oil supply shocks and the global economy: A counterfactual analysis,Fair weather or foul? The macroeconomic effects of El Niño
Gabriel Montes-Rojas,Instituto Interdisciplinario de Economía Política de Buenos Aires (IIEP) UBA-CONICETFacultad de Ciencias EconómicasUniversidad de Buenos Aires,,Network centrality and funding rates in the e-MID interbank market,Tests for normality in linear panel-data models,Earnings and Caste: An Evaluation of Caste Wage Differentials in the Nepalese Labour Market,Bayesian endogeneity bias modeling,Informal Jobs and Trade Liberalisation in Argentina,"Migration, Remittances and Capital Accumulation: Evidence from Rural Mexico",Robust tests for heteroskedasticity in the one-way error components model,Quantile Autoregressive Distributed Lag Model with an Application to House Price Returns,Threshold quantile autoregressive models,Foreign informational lobbying can enhance tourism: Evidence from the Caribbean
Jose Luis Moraga-Gonzalez,Afdeling EconomieSchool of Business and EconomicsVrije Universiteit Amsterdam,Faculteit Economie en BedrijfskundeRijksuniversiteit Groningen,"Search costs, demand-side economies, and the incentives to merge under Bertrand competition",Advertising for Attention in a Consumer Search Model,Semi‐Nonparametric Estimation Of Consumer Search Costs,Economics: An Emerging Small World,Hybrid R&amp;D,R&amp;D Networks,Quality uncertainty and informative advertising,,,
Tomoya Mori,Institute of Economic ResearchKyoto University,"Research Institute of Economy, Trade and Industry (RIETI)",Beyond urban form: How Masahisa Fujita shapes us,On the spatial scale of industrial agglomerations,Increasing returns in transportation and the formation of hubs,A probabilistic modeling approach to the detection of industrial agglomerations,An Industrial Agglomeration Approach To Central Place And City Size Regularities,Frontiers of the New Economic Geography,A Divergence Statistic for Industrial Localization,"Skills, agglomeration and segmentation",,
Patrick Moyes,Groupe de Recherche en Économie Théorique et Appliquée (GREThA)Université de Bordeaux,,Inequality measurement with an ordinal and continuous variable,Rearrangements and sequential rank order dominance,The absence of deprivation as a measure of social well-being: An empirical investigation,Utilitarianism or welfarism: does it make a difference?,Ethically robust comparisons of bidimensional distributions with an ordinal attribute,Comparisons of heterogeneous distributions and dominance criteria,Elitism and stochastic dominance,"Deprivation, welfare and inequality",Robust International Comparisons of Distributions of Disposable Income and Regional Public Goods,Income Taxation with Labor Responses
Erich Muehlegger,Economics DepartmentUniversity of California-Davis,National Bureau of Economic Research (NBER),"Weather, salience of climate change and congressional voting",Gasoline Taxes and Consumer Behavior,Fuel tax incidence and supply conditions,Consumer Learning and Hybrid Vehicle Adoption,Do Americans consume too little natural gas? An empirical test of marginal cost pricing,Edgeworth cycles revisited,Giving green to get green? Incentives and consumer adoption of hybrid vehicle technology,,,
John Keith Murnighan,,,Understanding the trust deficit in China: Mapping positive experience and trust in strangers,Ultimatum bargaining by children and adults,Risk aversion and bargaining * : Some preliminary results,The Role of Information in Bargaining: An Experimental Study,,,,,,
Daniel Patrick Murphy,Darden School of BusinessUniversity of Virginia,,The Role Of Inventories And Speculative Trading In The Global Market For Crude Oil,Why Agnostic Sign Restrictions Are Not Enough: Understanding The Dynamics Of Oil Market Var Models,,,,,,,,
Michael Peter Murray,Department of EconomicsBates College,,When Is the Standard Analysis of Common Property Extraction under Free Access Correct? A Game-Theoretic Justification for Non-Game-Theoretic Analyses,"A reinterpretation of the traditional income-leisure model, with application to in-kind subsidy programs",,,,,,,,
Gordon M. Myers,Department of EconomicsSimon Fraser University,,"The architecture of federations: Constitutions, bargaining, and moral hazard",Rational truth-avoidance and self-esteem,On the Early Holocene: Foraging to Early Agriculture,Towards a Better System for Immigration Control,"Redistribution, Fiscal Competition, and the Politics of Economic Integration",Tariff Wars and Trade Deals with Costly Government,Immigration control and the welfare state,A Coalition-Formation Approach to Equilibrium Federations and Trading Blocs,On the consequences of government objectives for economies with mobile populations,Private sector versus public sector externalities
Jouchi Nakajima,Bank of Japan,,Bayesian modeling of dynamic extreme values: extension of generalized extreme value distributions with latent stochastic processes,Identifying conventional and unconventional monetary policy shocks: a latent threshold approach,On the reliability of Japanese inflation expectations using purchasing power parity,Time-Varying Vector Autoregressive Modei-A Survey with the Application to the Japanese Macroeconomic Data-,Time-Varying Parameter VAR Model with Stochastic Volatility: An Overview of Methodology and Empirical Applications,Monetary Policy Transmission under Zero Interest Rates: An Extended Time-Varying Parameter Vector Autoregression Approach,Bayesian analysis of time-varying parameter vector autoregressive model for the Japanese economy and monetary policy,Generalized extreme value distribution with time-dependence using the AR and MA models in state space form,Stochastic volatility model with leverage and asymmetrically heavy-tailed error using GH skew Student’s t-distribution,"Leverage, heavy-tails and correlated jumps in stochastic volatility models"
Alice O. Nakamura,School of BusinessUniversity of Alberta,,Estimating transition probabilities from panel data,,,,,,,,,
Paolo Naticchioni,Centro di Ricerca sull'Economia delle Istituzioni (CREI)Università degli Studi Roma Tre,Institute of Labor Economics (IZA),The Extent of Rent Sharing along the Wage Distribution,"Mr. Rossi, Mr. Hu and politics. The role of immigration in shaping natives' voting behavior","Temporary Employment, Demand Volatility, and Unions: Firm-Level Evidence",Falling urban wage premium and inequality trends: evidence for Brazil,Moonlighting Politicians: Motivation Matters!,What Drives The Urban Wage Premium? Evidence Along The Wage Distribution,The drivers of happiness inequality: suggestions for promoting social cohesion,Rent sharing as a driver of the glass ceiling effect,Is There Rent Sharing in Italy? Evidence from Employer-Employee Data,Short and Long Term Evaluations of Public Employment Services in Italy
Fernanda Nechio,Federal Reserve Bank of San Francisco,Economic ResearchFederal Reserve Bank of San Francisco,Approximating multisector New Keynesian models,Demographics and real interest rates: Inspecting the mechanism,Factor Specificity and Real Rigidities,"Labour Markets in the Global Financial Crisis: The Good, the Bad and the Ugly",Factor Specificity and Real Rigidities,Do people understand monetary policy?,Aggregation and the PPP Puzzle in a Sticky-Price Model,,,
Gernot Nerb,ifo Institut - Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,,,,,,,,,,,
Lars Patrick Nesheim,Department of EconomicsUniversity College London (UCL),Centre for Microdata Methods and Practice (CEMMAP),Income effects and the welfare consequences of tax in differentiated product oligopoly,Semiparametric Estimation Of Random Coefficients In Structural Economic Models,Nonparametric Identification and Estimation of Nonadditive Hedonic Models,"Hedonic price equilibria, stable matching, and optimal transport: equivalence, topology, and uniqueness",Identification and Estimation of Hedonic Models,Identifying Hedonic Models,,,,
Charles Nolan,Department of EconomicsAdam Smith Business SchoolUniversity of Glasgow,Centre for Dynamic Macroeconomic AnalysisUniversity of St. Andrews,"Disputes, debt and equity",Computing Markov-Perfect Optimal Policies In Business-Cycle Models,Ordering Policy Rules with an Unconditional Welfare Measure,Transaction Costs and Institutions: Investments in Exchange,Second-order approximation to the Rotemberg model around a distorted steady state,Financial shocks and the US business cycle,Unconditionally optimal monetary policy,Independence Day For The ‘Old Lady’: A Natural Experiment On The Implications Of Central Bank Independence,Relative Price Distortions and Inflation Persistence,Aggregation and Optimization with State-Dependent Pricing: A Comment
Robert Noland,Bloustein School of Planning and Public PolicyRutgers University-New Brunswick,,Multivariate Analysis of Trip-Chaining Behavior,Congestion and safety: A spatial analysis of London,Simulating travel reliability,,,,,,,
William Novshek,,,"Demand for Customized Products, Production Flexibility, and Price Competition",Capacity Choice and Duopoly Incentives for Information Sharing,On the Existence of Cournot Equilibrium,General Equilibrium with Free Entry: A Synthetic Approach to the Theory of Perfect Competition,Perfectly competitive markets as the limits of cournot markets,,,,,
Alessandro Nuvolari,Laboratory of Economics and Management (LEM)Scuola Superiore Sant'Anna,,Diffusing new technology without dissipating rents: some historical case studies of knowledge sharing,"The Origins of the Italian Regional Divide: Evidence from Real Wages, 1861–1913","The geography of innovation in Italy, 1861–1913: evidence from patent data","Technical Change, Non-Tariff Barriers, and the Development of the Italian Locomotive Industry, 1850–1913","Independent invention in Italy during the Liberal Age, 1861–1913","Reassessing patent propensity: Evidence from a dataset of R&amp;D awards, 1977–2004",Intellectual property protection in plant varieties: A worldwide index (1961–2011),"The Ghost in the Attic? The Italian National Innovation System in Historical Perspective, 1861–2011","Inventors, Patents, and Inventive Activities in the English Brewing Industry, 1634–1850",Traditional Versus Heterodox Motives for Academic Patenting: Evidence from the Netherlands
Ezra Oberfield,Economic Research DepartmentFederal Reserve Bank of Chicago,,Balanced Growth Despite Uzawa,Productivity and Misallocation During a Crisis: Evidence from the Chilean Crisis of 1982,Optimal Taxation Over the Life Cycle,Commodity money with frequent search,,,,,,
Stephen A. O'Connell,Department of EconomicsSwarthmore College,,Implications of food subsistence for monetary policy and inflation,"Borders, ethnicity and trade","Aid Volatility, Monetary Policy Rules and the Capital Account in African Economies",Riding the wave: Monetary responses to aid surges in low-income countries,Exchange Rate Policy and the Management of Official and Private Capital Flows in Africa,Aid Intensity in Africa,Dynamic efficiency in the gifts economy,Rational Ponzi Games,,
Donal O'Neill,"Department of Economics, Finance and AccountingMaynooth University","IZA, Insitute for the Study of Labour",The Changing Nature of Irish Wage Inequality from Boom to Bust,Divided opinion on the Fair Minimum Wage Act of 2013: Random or systematic differences?,Wage flexibility and the great recession: the response of the Irish labour market,Measuring obesity in the absence of a gold standard,"Gender, single-sex schooling and maths achievement",Identification of the covariance structure of earnings using the GMM estimator,The effects of measurement error and omitted variables when using transition matrices to measure intergenerational mobility,Intergenerational Mobility in Britain: Evidence from Unemployment Patterns,,
David Orden,Department of Agricultural and Applied EconomicsVirginia Polytechnic Institute and State University (Virginia Tech),,Political Economy of the 2014 Farm Bill,Food regulation and trade under the WTO: ten years in perspective,Effects of Tariffs and Sanitary Barriers on High- and Low-Value Poultry Trade,Agricultural Interest Groups and the North American Free Trade Agreement,"Long-run identifying restrictions for an error-correction model of New Zealand money, prices and output",,,,,
Salvador Ortigueira,Department of EconomicsSchool of BusinessUniversity of Miami,,Does dual employment protection affect TFP? Evidence from Spanish manufacturing firms,The Rise and Fall of Centralized Wage Bargaining,How important is intra-household risk sharing for savings and labor supply?,Labor-market volatility in the search-and-matching model: The role of investment-specific technology shocks,A dynamic analysis of an endogenous growth model with leisure,Fiscal policy in an endogenous growth model with human capital accumulation,A Two-Sector Model of Endogenous Growth with Leisure,Equilibrium dynamics in two-sector models of endogenous growth,Equilibrium Dynamics in a Two-Sector Model with Taxes,
Pietro Ortoleva,Department of EconomicsPrinceton University,,Labels as nudges? An experimental study of car eco-labels,Cautious Expected Utility and the Certainty Effect,Overconfidence in Political Behavior,"Allais, Ellsberg, and preferences for hedging",Deliberately Stochastic,The price of flexibility: Towards a theory of Thinking Aversion,"Status quo bias, multiple priors and uncertainty aversion",,,
Robert J. Oxoby,Department of EconomicsUniversity of Calgary,"Program in Social Interactions, Identity and Well-BeingCanadian Institute for Advanced Research (CIFAR)",Social interactions and the salience of social identity,"Cognitive dissonance, pessimism, and behavioral spillover effects",On The Efficiency Of Ac/Dc: Bon Scott Versus Brian Johnson,Skill uncertainty and social inference,"Partisan Competition, Growth, and the Franchise","Understanding social inclusion, social cohesion, and social capital",,,,
Raffaele Paci,Centro Ricerche Nord Sud (CRENoS),,The effect of local corruption on ownership strategy in cross-border mergers and acquisitions,Symmetric and asymmetric effects of proximities. The case of M&amp;A deals in Italy,"Networks, Proximities, and Interfirm Knowledge Exchanges","The Concurrent Impact of Cultural, Political, and Spatial Distances on International Mergers and Acquisitions",Tourism and regional growth in Europe,Regional Development and Creativity,Knowledge Assets and Regional Performance,Different tourists to different destinations. Evidence from spatial interaction models,The Complementary Effects of Proximity Dimensions on Knowledge Spillovers,Education or Creativity: What Matters Most for Economic Performance?
Rosalie Liccardo Pacula,Leonard D. Schaeffer Center for Health Policy and EconomicsUniversity of Southern California,Sol Price School of Public PolicyUniversity of Southern California,Supply-Side Drug Policy in the Presence of Substitutes: Evidence from the Introduction of Abuse-Deterrent Opioids,Do medical marijuana laws reduce addictions and deaths related to pain killers?,A Search-Theoretic Model of the Retail Market for Illicit Drugs,Marijuana use and high school dropout: the influence of unobservables,Risks and Prices: The Role of User Sanctions in Marijuana Markets,Alcohol and marijuana use among college students: economic complements or substitutes?,The Impact Of Prices And Control Policies On Cigarette Smoking Among College Students,Marijuana and Youth,,
Michael Palumbo,Federal Reserve Board (Board of Governors of the Federal Reserve System),,Mapping heat in the U.S. financial system,The Integrated Financial and Real System of National Accounts for the United States: Does It Presage the Financial Crisis?,The trajectory of wealth in retirement,The price of residential land in large US cities,"On the Relationships Between Real Consumption, Income, and Wealth",Estimating the Effects of Earnings Uncertainty on Families’ Saving and Insurance Decisions,Consumption smoothing among working-class American families before social insurance,,,
giuseppe Parigi,Banca d'Italia,,Tracking world trade and GDP in real time,Why demand uncertainty curbs investment: Evidence from a panel of Italian manufacturing firms,Forecasting industrial production in the Euro area,An investment-function-based measure of capacity utilisation.: Potential output and utilised capacity in the Bank of Italy's quarterly model,Investment and Demand Uncertainty,,,,,
Paolo Pasquariello,Ross School of BusinessUniversity of Michigan,,Informed and Strategic Order Flow in the Bond Markets,,,,,,,,,
Richard Payne,Cass Business SchoolCity University,,What Do Stock Markets Tell Us about Exchange Rates?,"Macroeconomic News, Order Flows, and Exchange Rates",Dealer Liquidity in an Auction Market: Evidence from the London Stock Exchange,Analysis of spreads in the dollar/euro and deutschemark/dollar foreign exchange markets,A transaction level study of the effects of central bank intervention on exchange rates,Real trading patterns and prices in spot foreign exchange markets,The Effects of Macroeconomic News on High Frequency Exchange Rate Behavior,,,
Rowena Ann Pecchenino,"Department of Economics, Finance and AccountingMaynooth University",,"Preferences, choice, goal attainment, satisfaction: That's life?","Aging, Myopia, and the Pay‐As‐You‐Go Public Pension Systems of the G7: A Bright Future?",Dependent children and aged parents: funding education and social security in an aging economy, A Macroeconomic Analysis of Publicly Funded Health Care,"The Effects of Annuities, Bequests, and Aging in an Overlapping Generations Model of Endogenous Growth","Social security, social welfare and the aging population",The search for equilibrium relationships in international finance: the case of the monetary model,P* type models: Evaluation and forecasts,Risk-Based Deposit Insurance: An Incentive Compatible Plan,
Tuomas Antero Peltonen,European Central Bank,,Dating systemic financial stress episodes in the EU countries,Predicting Vulnerabilities in the EU Banking Sector: The Role of Global and Domestic Factors,Interconnectedness of the banking sector as a vulnerability to crises,Systemic risk spillovers in the European banking and sovereign network,Predicting distress in European banks,Disentangling the bond–CDS nexus: A stress test model of the CDS market,The network structure of the CDS market and its determinants,Mapping the state of financial stability,Exchange Rate Pass-Through in the Global Economy: The Role of Emerging Market Economies,Modelling inflation in China--A regional perspective
Vito Peragine,"Dipartimento di Economia e FinanzaFacoltà di EconomiaUniversità degli Studi di Bari ""Aldo Moro""",,Quality of Government and Subjective Poverty in Europe,Upward and downward bias when measuring inequality of opportunity,Ex post inequality of opportunity comparisons,The Distributional Incidence of Growth: A Social Welfare Approach,Economic Growth and Equality of Opportunity,Measuring long-term inequality of opportunity,Fairness in education: The Italian university before and after the reform,Ex Ante Versus Ex Post Equality of Opportunity,Deprivation and Social Exclusion,"On Preference, Freedom and Diversity"
Ricardo Perez-Truglia,Anderson Graduate School of ManagementUniversity of California-Los Angeles (UCLA),National Bureau of Economic Research (NBER),Sympathy for the diligent and the demand for workfare,"Inflation Expectations, Learning, and Supermarket Prices: Evidence from Survey Experiments",Shaming tax delinquents,Biased perceptions of income distribution and preferences for redistribution: Evidence from a survey experiment,,,,,,
Marcello Pericoli,Banca d'Italia,,Monetary Policy Surprises over Time,Pure or Wake-up-Call Contagion? Another Look at the EMU Sovereign Debt Crisis,Real Term Structure and Inflation Compensation in the Euro Area,"Bond risk premia, macroeconomic fundamentals and the exchange rate",Canonical Term-Structure Models with Observable Factors and the Dynamics of Bond Risk Premia,"'Some contagion, some interdependence': More pitfalls in tests of financial contagion",A Primer on Financial Contagion,The impact of news on the exchange rate of the lira and long-term interest rates,,
Christophe Perignon,HEC Paris (École des Hautes Études Commerciales),,Pitfalls in systemic-risk scoring,Wholesale Funding Dry‐Ups,Where the Risks Lie: A Survey on Systemic Risk,CoMargin,Implied Risk Exposures,The counterparty risk exposure of ETF investors,"Derivatives Clearing, Default Risk, and Insurance",The Risk Map: A new tool for validating risk models,The pernicious effects of contaminated data in risk management,Diversification and Value-at-Risk
Benoit Perron,Département de Sciences ÉconomiquesUniversité de Montréal,Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ),Tests of equal accuracy for nested models with estimated factors,Bootstrapping factor-augmented regression models,Beyond panel unit root tests: Using multiple testing to determine the nonstationarity properties of individual series in a panel,Long Memory and the Relation Between Implied and Realized Volatility,Incidental trends and the power of panel unit root tests,Semiparametric Weak-Instrument Regressions with an Application to the Risk-Return Tradeoff,Testing for a unit root in panels with dynamic factors,,,
Andrea Pescatori,International Monetary Fund (IMF),,The macroeconomic effects of trade tariffs: Revisiting the Lerner symmetry result,Systemic risk: A new trade-off for monetary policy?,"Leverage, investment, and optimal monetary policy",Oil and the Great Moderation,,,,,,
H. Elizabeth Peters,Department of Policy Analysis and ManagementCollege of Human EcologyCornell University,,"Tax Credits, Labor Supply, And Child Care",Fertility and the Personal Exemption: Implicit Pronatalist Policy in the United States,Retrospective Versus Panel Data in Analyzing Lifecycle Events,,,,,,,
Maria Petrova,Departament d'Economia i EmpresaUniversitat Pompeu FabraBarcelona Graduate School of Economics (Barcelona GSE),New Economic School (NES),Social Media and Corruption,Radio and the Rise of The Nazis in Prewar Germany,Firm value in crisis: Effects of firm-level transparency and country-level institutions,Cross-Border Media and Nationalism: Evidence from Serbian Radio in Croatia,Mass media and special interest groups,Evolution of Risk and Political Regimes,Media and Political Persuasion: Evidence from Russia,Newspapers and Parties: How Advertising Revenues Created an Independent Press,,
Per Pettersson-Lidbom,Nationalekonomiska institutionenStockholms Universitet,,Behavior under social pressure: Empty Italian stadiums and referee bias,Does the size of the legislature affect the size of government? Evidence from two natural experiments,,,,,,,,
Friedhelm Pfeiffer,Leibniz-Zentrum für Europäische Wirtschaftsforschung (ZEW),Abteilung für VolkswirtschaftslehreUniversität Mannheim,Fiskalische und individuelle Bildungsrenditen – aktuelle Befunde für Deutschland,Coaching Disadvantaged Young People: Evidence from Firm Level Data,Early Life Adversity and Children’s Competence Development: Evidence from the Mannheim Study of Children at Risk,Quasi-hyperbolic time preferences and their intergenerational transmission,Causal Returns to Schooling and Individual Heterogeneity,Impatience among preschool children and their mothers,"Gregariousness, interactive jobs and wages","Initial Risk Matrix, Home Resources, Ability Development, and Children's Achievement",Rising Wage Inequality in Germany,Educational Expansion and Its Heterogeneous Returns for Wage Workers
Kate Phylaktis,Faculty of FinanceCass Business SchoolCity University,,Capital market integration in the Pacific-Basin region: An analysis of real interest rate linkages,,,,,,,,,
Salvatore Piccolo,"Dipartimento di Scienze Aziendali, Economiche e Metodi QuatitativiUniversità degli Studi di Bergamo",Centro Studi di Economia e Finanza (CSEF),"Terrorism, Counterterrorism and Optimal Striking Rules",Contracting with endogenous entry,"Corruption, organized crime and the bright side of subversion of law","Merchant guilds, taxation and social capital",Selling information to competitive firms,The value of transparency in multidivisional firms,Optimal contracting with altruism and reciprocity,Non-Exclusive Financial Advice,Accomplice Witnesses and Organized Crime: Theory and Evidence from Italy,"Delegation, Ownership Concentration and R &amp; D Spending: Evidence From I taly"
Patrick Pintus,Institut des Sciences Humaines et Sociales CNRS (InSHS CNRS),Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM)École d'Économie d'Aix-MarseilleAix-Marseille Université,Mean growth and stochastic stability in endogenous growth models,International credit markets and global business cycles,Why is the Interest Rate an Inverted Leading Indicator of Macroeconomic Activity in the United States?,Learning Financial Shocks and the Great Recession,"Land prices, lending to companies and job creations",Land collateral and labor market dynamics in France,Growth and financial liberalization under capital collateral constraints: The striking case of the stochastic AK model with CARA preferences,"History’s a curse: leapfrogging, growth breaks and growth reversals under international borrowing without commitment","Short-run pain, long-run gain: the conditional welfare gains from international financial integration",Leveraged Borrowing and Boom-Bust Cycles
Mauro Pisu,Economics DepartmentOrganisation de Coopération et de Développement Économiques (OCDE),Nottingham Centre for Research on Globalisation and Economic PolicySchool of EconomicsUniversity of Nottingham,The bank lending channel of monetary transmission in Brazil: A VECM approach,"Employment, job turnover, and trade in producer services: UK firm-level evidence",The returns to exporting: evidence from UK firms,Imports and Exports at the Level of the Firm: Evidence from Belgium,"Exporting, linkages and productivity spillovers from foreign direct investment",,,,,
Mariacristina Piva,Dipartimento di Politica EconomicaDipartimenti e Istituti di Scienze EconomicheUniversità Cattolica del Sacro Cuore,,Beyond R&amp;D: the role of embodied technological change in affecting employment,Is Innovation Destroying Jobs? Firm-Level Evidence from the EU,"R&amp;D, embodied technological change, and employment: evidence from Italian microdata",R&amp;D and productivity in the US and the EU: Sectoral specificities and differences in the crisis,"Business visits, knowledge diffusion and productivity",How do new entrepreneurs innovate?,Technology and employment: the job creation effect of business R&amp;D,The transatlantic productivity gap: Is R&amp;D the main culprit?,Young firms and innovation: A microeconometric analysis,Is Corporate R&amp;D Investment In High‐Tech Sectors More Effective?
